"Time (s)","Rotation x (rad/s)","Rotation y (rad/s)","Rotation z (rad/s)"
1.412788438E1,6.736970972E-3,-5.776865482E-1,-3.527310491E-1
1.414788438E1,1.788962446E-2,-5.269323587E-1,-3.773576319E-1
1.416788438E1,1.795943826E-2,-4.783598483E-1,-4.143062532E-1
1.418788438E1,8.552113548E-3,-4.301538467E-1,-4.315675497E-1
1.420788438E1,-3.420845373E-3,-3.797312975E-1,-4.184426963E-1
1.422788438E1,-2.223549411E-2,-3.286105990E-1,-3.973765671E-1
1.424788438E1,-3.581415489E-2,-2.772280872E-1,-3.803595901E-1
1.426800000E1,-4.199262336E-2,-2.264739275E-1,-3.601835966E-1
1.429261250E1,-3.806563094E-2,-1.635722518E-1,-3.174579442E-1
1.431276562E1,-1.007054932E-2,-1.141445339E-1,-2.743308544E-1
1.433589063E1,3.663446009E-2,-5.370378122E-2,-2.042384297E-1
1.435988438E1,5.501277745E-2,4.694935866E-3,-1.583711803E-1
1.438000000E1,5.263913050E-2,4.989896342E-2,-1.676039696E-1
1.440420156E1,2.398082428E-2,1.017003357E-1,-2.057743222E-1
1.442420156E1,-1.188569237E-2,1.438849419E-1,-2.419549972E-1
1.444436250E1,-3.419100121E-2,1.881639510E-1,-2.658485472E-1
1.446462031E1,-3.488913178E-2,2.320415229E-1,-2.602809370E-1
1.448788438E1,-6.248278543E-3,2.850471735E-1,-2.172411382E-1
1.450788438E1,4.024729133E-2,3.266034722E-1,-1.718451232E-1
1.452788438E1,7.492698729E-2,3.671823740E-1,-1.429773718E-1
1.454788438E1,7.751007378E-2,4.058588743E-1,-1.317723542E-1
1.456788438E1,4.818854108E-2,4.424933195E-1,-1.436231434E-1
1.458788438E1,7.756242901E-2,1.327863932E0,-2.091602534E-1
1.460788438E1,3.946538568E-1,4.659365654E0,-4.316373765E-1
1.462788438E1,1.988191843E0,4.468130112E0,-2.066469789E-1
1.464788594E1,2.862654209E0,3.205192327E0,-1.611287892E-1
1.466800000E1,2.148098946E0,2.951299429E0,-3.834837377E-1
1.469262188E1,4.545011818E-1,2.581132412E0,-4.746248424E-1
1.471589062E1,-9.804212451E-1,2.115984917E0,-6.847974062E-1
1.473589063E1,-6.821444631E-1,-3.118205369E-1,-6.152983904E-1
1.475988438E1,1.804146886E0,-2.050116062E0,-4.169591516E-2
1.477988438E1,3.498582363E0,-8.239699155E-2,1.538682282E-1
1.479988438E1,3.552093983E0,1.397677064E0,2.722713649E-1
1.482187813E1,2.364816427E0,1.735014319E0,-2.361430414E-2
1.484436563E1,1.590972304E0,1.996098161E0,-6.251943707E-1
1.486788594E1,2.176896811E0,8.538150787E-1,-7.421488762E-1
1.489261094E1,2.990045786E0,3.195697814E-2,-3.692592978E-1
1.491261250E1,3.270136118E0,4.779933095E-1,-2.752907872E-1
1.493277344E1,3.155834436E0,1.670157909E0,-1.052608043E-1
1.495589062E1,3.206396818E0,2.890701532E0,-1.315978263E-2
1.497988438E1,3.570158243E0,3.342532396E0,1.182285994E-1
1.500000000E1,4.013157845E0,3.159325123E0,1.084373072E-1
1.502422969E1,4.513648510E0,2.460443020E0,4.260174036E-1
1.504788438E1,4.742269039E0,2.088443518E0,8.212472200E-1
1.506800000E1,4.713942528E0,8.226434588E-1,9.578366876E-1
1.509276406E1,3.964305878E0,-1.191955209E0,1.125283599E0
1.511589062E1,3.628661633E0,-9.144303799E-1,1.218763471E0
1.513589063E1,3.344364882E0,-7.474197745E-1,1.252884626E0
1.516000000E1,2.938663244E0,-6.649355292E-1,1.468572378E0
1.518436563E1,3.010204315E0,-7.874925435E-2,1.771404505E0
1.520788438E1,2.764235020E0,3.225717545E-1,1.894537449E0
1.522788438E1,2.099386692E0,9.800722003E-1,1.484018564E0
1.524788438E1,1.424049020E0,1.497248173E0,9.807528853E-1
1.526788438E1,8.953887820E-1,1.347219586E0,7.655712366E-1
1.528800000E1,5.944417119E-1,8.396604657E-1,8.591383100E-1
1.531261406E1,5.383991599E-1,1.742187589E-1,1.299240589E0
1.533277344E1,7.630754113E-1,-4.401545823E-1,1.361409187E0
1.535589062E1,8.681791425E-1,-8.155748844E-1,1.609699726E0
1.537988438E1,7.001911998E-1,-6.224018335E-1,1.499674201E0
1.539988438E1,5.309989452E-1,-4.734380245E-1,1.173925877E0
1.541988438E1,5.261818767E-1,-5.526061654E-1,8.780227900E-1
1.543988438E1,5.640380383E-1,-5.112069249E-1,6.969972253E-1
1.545988438E1,5.531471968E-1,-3.080331683E-1,6.710441709E-1
1.547988594E1,5.970073342E-1,1.890191622E-2,7.196865082E-1
1.550000000E1,6.309365034E-1,8.901178837E-3,6.623175144E-1
1.552021875E1,4.468741119E-1,-1.134289503E-1,5.199859142E-1
1.554420469E1,2.899166346E-1,-2.856405973E-1,4.514468610E-1
1.556800000E1,3.293610811E-1,-3.143163323E-1,4.568224847E-1
1.559261250E1,4.159294069E-1,-1.370956153E-1,4.444306493E-1
1.561276406E1,3.997502029E-1,-1.321214251E-2,3.419623673E-1
1.563589063E1,1.598372459E-1,4.274311289E-2,1.670105606E-1
1.565988438E1,4.415683076E-2,9.108873457E-2,4.565781355E-2
1.568000000E1,1.950405389E-1,-2.375393175E-2,7.244861871E-2
1.570419375E1,4.936663806E-1,-1.416858286E-1,1.967335194E-1
1.572421250E1,5.710892081E-1,-9.297368675E-2,1.860869974E-1
1.574436406E1,4.010766745E-1,-7.923794538E-2,1.098510250E-1
1.576788594E1,1.678832173E-1,-1.520181745E-1,-4.846779257E-2
1.579261094E1,1.143190637E-1,-1.879719645E-2,-1.512676924E-1
1.581261563E1,1.940107942E-1,2.040289901E-2,-2.134886682E-1
1.583276250E1,2.142740786E-1,2.967059612E-3,-2.450965792E-1
1.585588906E1,2.037846446E-1,-1.584758982E-2,-8.267624676E-2
1.587988438E1,3.867998719E-1,-4.296127856E-1,-5.042256042E-2
1.589999844E1,5.052728057E-1,-6.197314858E-1,7.108726352E-2
1.592420156E1,5.605997443E-1,-5.919982195E-1,1.912182719E-1
1.594788594E1,7.739662528E-1,-5.689249635E-1,1.790009737E-1
1.596800000E1,8.062548637E-1,-5.128824711E-1,4.417428374E-2
1.599261094E1,6.188239455E-1,-1.424712241E-1,-1.850398034E-1
1.601261094E1,6.663666964E-1,-5.620134473E-1,-3.136182129E-1
1.603261250E1,8.353669643E-1,-5.030213594E-1,-2.751860619E-1
1.605276250E1,1.040844560E0,-4.947659373E-1,-2.604729235E-1
1.607589219E1,1.195760012E0,-4.765796065E-1,-4.020889401E-1
1.609589219E1,1.253181338E0,-2.161939293E-1,-4.269773364E-1
1.612000000E1,1.253635049E0,-3.201457560E-1,-2.574884295E-1
1.614452656E1,1.150102139E0,-3.157649636E-1,-6.178465672E-3
1.616788438E1,1.038209081E0,-8.522442728E-2,-3.420845373E-3
1.618788438E1,9.083042741E-1,-9.512044489E-3,-1.624901593E-2
1.620788438E1,8.400269747E-1,5.672320258E-3,-3.097959422E-2
1.622788438E1,7.778234482E-1,1.268505305E-1,-6.349507719E-2
1.624800000E1,6.224018335E-1,2.317797244E-1,-5.810201168E-2
1.627261094E1,3.595029116E-1,3.752632439E-1,-4.031710699E-2
1.629277031E1,1.164658219E-1,3.413864076E-1,-6.087708473E-2
1.631736250E1,-1.500110477E-1,2.481858134E-1,-7.436847687E-2
1.633988438E1,-2.862165570E-1,1.174606606E-1,-1.257160604E-1
1.636000000E1,-3.543891013E-1,1.236042157E-1,-1.746201962E-1
1.638419531E1,-3.626445234E-1,8.180358261E-2,-2.214648277E-1
1.640788438E1,-2.761808932E-1,6.312856078E-2,-1.153313592E-1
1.642800000E1,-1.506568193E-1,1.372352391E-1,-5.150466785E-2
1.645276406E1,-3.405137360E-2,1.338492930E-1,2.406809106E-2
1.647589375E1,9.791296721E-2,1.000248194E-1,4.084070399E-2
1.649988438E1,1.731541157E-1,2.774375379E-1,-3.776892647E-2
1.652000000E1,1.763306111E-1,4.129798114E-1,-1.679704934E-1
1.654420313E1,1.624726951E-1,4.565257728E-1,-3.076317310E-1
1.656491719E1,1.880417764E-1,6.822841167E-1,-2.959380150E-1
1.658800000E1,2.435956001E-1,7.713482380E-1,-3.439345956E-1
1.661261094E1,2.442239225E-1,8.399047852E-1,-3.254340887E-1
1.663277344E1,2.273640335E-1,6.358758211E-1,-3.665365875E-1
1.665589062E1,4.189139307E-1,7.174350619E-1,-4.425282180E-1
1.667988438E1,-1.061683744E-1,6.086137891E-1,-5.826432705E-1
1.670000000E1,-6.172880530E-1,-4.037644565E-1,-4.812396467E-1
1.672420000E1,-1.971174777E-1,1.052258983E-1,-3.062703907E-1
1.674420156E1,-1.036900133E-1,1.232202444E-2,-6.108652335E-3
1.676436250E1,-3.624176085E-1,-2.748893499E-1,2.292664498E-1
